,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,Action,Adventure,Fantasy,Sci-Fi,Thriller,Documentary,Romance,Animation,Comedy,Family,Musical,Mystery,Western,Drama,History,Sport,Crime,Horror,War,Biography,Music,Game-Show,Reality-TV,News,Short,Film-Noir
2236,Color,Robert Rodriguez,103.0,89.0,0.0,470.0,Leo Howard,87000.0,20916309.0,Comedy|Family|Fantasy,Jimmy Bennett,Shorts ,5332,88422,Jake Short,4.0,boy|family relationships|rock|twin|two headed person,http://www.imdb.com/title/tt1100119/?ref_=fn_tt_tt_1,37.0,English,USA,PG,40000000.0,2009.0,570.0,4.9,1.85,431,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2246,Color,Steve Rash,13.0,98.0,15.0,281.0,Adam Arkin,691.0,8500000.0,Comedy,Mako,Under the Rainbow ,2061,1761,Billy Barty,0.0,assassin|hotel|japanese tourist|secret service|wizard of oz,http://www.imdb.com/title/tt0083254/?ref_=fn_tt_tt_1,34.0,English,USA,PG,20000000.0,1981.0,374.0,5.4,1.78,501,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2248,Color,Mark Steven Johnson,60.0,114.0,160.0,271.0,Jan Hooks,1000.0,18252684.0,Comedy|Drama|Family,Oliver Platt,Simon Birch ,18366,1816,Dana Ivey,2.0,boy|christmas|christmas pageant|friendship|illegitimate son,http://www.imdb.com/title/tt0124879/?ref_=fn_tt_tt_1,219.0,English,USA,PG,30000000.0,1998.0,367.0,6.9,1.85,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2270,Color,Jon Amiel,34.0,94.0,36.0,507.0,Peter Gallagher,13000.0,13801755.0,Action|Comedy|Crime|Thriller,Bill Murray,The Man Who Knew Too Little ,23928,15183,Joanne Whalley,1.0,assassin|bomb|dominatrix|mistaken identity|spy,http://www.imdb.com/title/tt0120483/?ref_=fn_tt_tt_1,100.0,English,USA,PG,20000000.0,1997.0,828.0,6.6,1.85,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2276,Color,Michael O. Sajbel,36.0,123.0,6.0,85.0,Tiffany Dupont,541.0,13391174.0,Biography|Drama|History,James Callis,One Night with the King ,5796,908,Nimrat Kaur,0.0,biblical|book of esther|esther|persia|treachery,http://www.imdb.com/title/tt0430431/?ref_=fn_tt_tt_1,177.0,English,USA,PG,20000000.0,2006.0,249.0,6.3,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2283,Color,Charles T. Kanganis,5.0,93.0,18.0,181.0,Dustin Nguyen,400.0,11784000.0,Action|Comedy|Family,Victor Wong,3 Ninjas Kick Back ,6701,1151,Don Stark,0.0,1990s|dagger|japan|mousetrap|stick fight,http://www.imdb.com/title/tt0109015/?ref_=fn_tt_tt_1,26.0,English,USA,PG,20000000.0,1994.0,220.0,4.3,1.85,444,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2295,Color,Bob Clark,32.0,88.0,84.0,177.0,Vanessa Angel,650.0,9109322.0,Comedy|Family|Sci-Fi,Scott Baio,Superbabies: Baby Geniuses 2 ,25371,1343,Peter Wingfield,3.0,computer|good versus evil|mind control|science experiment|sequel,http://www.imdb.com/title/tt0270846/?ref_=fn_tt_tt_1,129.0,English,Germany,PG,20000000.0,2004.0,384.0,1.9,2.35,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2312,Color,Michael Apted,116.0,116.0,150.0,956.0,Abigail Spencer,18000.0,6002756.0,Biography|Drama|Sport,Gerard Butler,Chasing Mavericks ,24997,21200,Leven Rambin,2.0,box office flop|no opening credits|surfing|two word title|year 1987,http://www.imdb.com/title/tt1629757/?ref_=fn_tt_tt_1,75.0,English,USA,PG,20000000.0,2012.0,1000.0,7.2,1.85,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2314,Color,Todd Graff,79.0,111.0,650.0,181.0,Charlie Saxton,690.0,5205343.0,Comedy|Drama|Family|Music|Romance,Scott Porter,Bandslam ,11958,1573,Ryan Donowho,3.0,battle of the bands|high school|rock 'n' roll|school|teenager,http://www.imdb.com/title/tt0976222/?ref_=fn_tt_tt_1,39.0,English,USA,PG,20000000.0,2009.0,224.0,6.4,2.35,1000,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2325,Color,Nancy Walker,26.0,124.0,42.0,161.0,Randy Jones,801.0,2000000.0,Biography|Comedy|Musical,Steve Guttenberg,Can't Stop the Music ,2998,1462,Caitlyn Jenner,0.0,male frontal nudity|male full frontal nudity|male nudity|male rear nudity|new york city,http://www.imdb.com/title/tt0080492/?ref_=fn_tt_tt_1,74.0,English,USA,PG,20000000.0,1980.0,174.0,4.5,2.35,1000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2327,Color,Angelo Pizzo,27.0,118.0,14.0,400.0,Finn Wittrock,2000.0,2246000.0,Biography|Drama|Sport,Donny Boaz,Courage ,2302,3384,Brent Anderson,4.0,coach|football|football movie|football team|high school sweethearts,http://www.imdb.com/title/tt3719896/?ref_=fn_tt_tt_1,20.0,English,USA,PG,20000000.0,2015.0,769.0,7.0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2335,Color,David Anspaugh,21.0,101.0,25.0,407.0,Costas Mandylor,18000.0,375474.0,Drama|History|Sport,Gerard Butler,The Game of Their Lives ,2613,20354,Jimmy Jean-Louis,0.0,1950s|brazil|soccer|soccer movie|world cup,http://www.imdb.com/title/tt0354595/?ref_=fn_tt_tt_1,46.0,English,USA,PG,20000000.0,2005.0,723.0,6.2,2.35,445,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2338,Color,Stephen Chow,83.0,86.0,0.0,3.0,Yuqi Zhang,46.0,206678.0,Comedy|Family|Sci-Fi,Jiao Xu,CJ7 ,11391,82,Chi Chung Lam,1.0,father son relationship|miracle|school|ufo|written and directed by cast member,http://www.imdb.com/title/tt0940709/?ref_=fn_tt_tt_1,66.0,Cantonese,Hong Kong,PG,,2008.0,33.0,6.5,2.35,1000,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2350,Color,Tom Walsh,2.0,98.0,2.0,53.0,Maggie Wheeler,729.0,,Animation,Joey D. Vieira,Dwegons and Leprechauns ,50,1092,Jacqueline Lovell,4.0,dwegons,http://www.imdb.com/title/tt1134666/?ref_=fn_tt_tt_1,3.0,English,USA,PG,20000000.0,2014.0,282.0,4.8,,70,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2359,Color,Mark Rosman,69.0,95.0,15.0,528.0,Lin Shaye,1000.0,51431160.0,Comedy|Family|Romance,Dan Byrd,A Cinderella Story ,62861,3092,Julie Gonzalo,2.0,cinderella story|correspondence|evil step mother|female protagonist|teenage girl,http://www.imdb.com/title/tt0356470/?ref_=fn_tt_tt_1,232.0,English,USA,PG,20000000.0,2004.0,852.0,5.9,1.85,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2363,Color,Robert Zemeckis,198.0,116.0,0.0,459.0,Thomas F. Wilson,1000.0,210609762.0,Adventure|Comedy|Sci-Fi,Lea Thompson,Back to the Future ,732212,3230,J.J. Cohen,0.0,clock tower|delorean|future|time travel|time travel comedy,http://www.imdb.com/title/tt0088763/?ref_=fn_tt_tt_1,809.0,English,USA,PG,19000000.0,1985.0,690.0,8.5,1.18,39000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2373,Color,Hayao Miyazaki,246.0,125.0,6000.0,7.0,Ryûnosuke Kamiki,17.0,10049886.0,Adventure|Animation|Family|Fantasy,Bunta Sugawara,Spirited Away ,417971,44,Miyu Irino,0.0,anime|bathhouse|pig|spirit|work,http://www.imdb.com/title/tt0245429/?ref_=fn_tt_tt_1,902.0,Japanese,Japan,PG,19000000.0,2001.0,10.0,8.6,1.85,28000,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2375,Color,Roger Donaldson,29.0,132.0,79.0,1000.0,Anthony Hopkins,14000.0,8600000.0,Action|Adventure|Drama|History|Romance,Liam Neeson,The Bounty ,17982,28094,Laurence Olivier,2.0,lieutenant|lifeboat|mutiny|sailing ship|ship,http://www.imdb.com/title/tt0086993/?ref_=fn_tt_tt_1,95.0,English,UK,PG,25000000.0,1984.0,12000.0,7.0,2.35,1000,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2378,Color,Anand Tucker,134.0,100.0,14.0,356.0,Kaitlin Olson,3000.0,12561.0,Comedy|Romance,Adam Scott,Leap Year ,71276,4094,Dominique McElligott,2.0,ireland|irish|journey|tradition|travel,http://www.imdb.com/title/tt1216492/?ref_=fn_tt_tt_1,181.0,English,USA,PG,19000000.0,2010.0,547.0,6.4,2.35,13000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2381,Color,Daniel Barnz,102.0,121.0,33.0,505.0,Rosie Perez,1000.0,5308553.0,Drama,Holly Hunter,Won't Back Down ,5147,3260,Dante Brown,2.0,children|inner city|parent|school|teacher,http://www.imdb.com/title/tt1870529/?ref_=fn_tt_tt_1,37.0,English,USA,PG,,2012.0,919.0,6.4,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2393,Color,Penny Marshall,99.0,130.0,545.0,697.0,Jon Lovitz,15000.0,114968774.0,Comedy|Drama|Family|Fantasy|Romance,Tom Hanks,Big ,153468,28018,John Heard,1.0,friend|job|new york city|toy|wish,http://www.imdb.com/title/tt0094737/?ref_=fn_tt_tt_1,204.0,English,USA,PG,18000000.0,1988.0,11000.0,7.3,1.85,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2396,Color,Leonard Nimoy,110.0,105.0,12000.0,643.0,Nichelle Nichols,12000.0,76400000.0,Action|Adventure|Sci-Fi,Leonard Nimoy,Star Trek III: The Search for Spock ,58743,14762,Walter Koenig,1.0,dying planet|planet|regaining one's memory|sacrifice|stabbed to death,http://www.imdb.com/title/tt0088170/?ref_=fn_tt_tt_1,192.0,English,USA,PG,17000000.0,1984.0,664.0,6.6,2.35,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,Color,David Bowers,103.0,99.0,42.0,557.0,Rachael Harris,975.0,52691009.0,Comedy|Family,Zachary Gordon,Diary of a Wimpy Kid: Rodrick Rules ,18727,3567,Fran Kranz,2.0,brother|middle school|no opening credits|photograph|school,http://www.imdb.com/title/tt1650043/?ref_=fn_tt_tt_1,45.0,English,USA,PG,21000000.0,2011.0,569.0,6.6,2.35,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2421,Color,Sean McNamara,110.0,106.0,80.0,723.0,Chris Brochu,2000.0,43853424.0,Biography|Drama|Family|Sport,Dennis Quaid,Soul Surfer ,35514,5024,Craig T. Nelson,1.0,christian|christian film|shark|surfer|surfing,http://www.imdb.com/title/tt1596346/?ref_=fn_tt_tt_1,114.0,English,USA,PG,18000000.0,2011.0,795.0,7.1,2.35,15000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2424,Color,Richard Fleischer,77.0,103.0,130.0,406.0,Olivia d'Abo,691.0,26400000.0,Action|Adventure|Fantasy,Mako,Conan the Destroyer ,62009,2481,Grace Jones,1.0,gods|princess|queen|rescue|wizard,http://www.imdb.com/title/tt0087078/?ref_=fn_tt_tt_1,109.0,English,USA,PG,18000000.0,1984.0,476.0,5.8,2.35,2000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2428,Color,Kevin Tancharoen,134.0,123.0,64.0,637.0,Kay Panabaker,808.0,22452209.0,Comedy|Drama|Musical|Romance,Kelsey Grammer,Fame ,14062,5734,Megan Mullally,0.0,new york|performing arts|school|student|teacher,http://www.imdb.com/title/tt1016075/?ref_=fn_tt_tt_1,82.0,English,USA,PG,18000000.0,2009.0,720.0,5.0,2.35,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2430,Color,Woody Allen,128.0,94.0,11000.0,975.0,Jon Lovitz,11000.0,17071230.0,Comedy|Crime,Woody Allen,Small Time Crooks ,31169,23283,Michael Rapaport,0.0,apartment building|crook|new york city|three word title|written and directed by cast member,http://www.imdb.com/title/tt0196216/?ref_=fn_tt_tt_1,192.0,English,USA,PG,18000000.0,2000.0,11000.0,6.7,1.85,812,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2433,Color,Bart Freundlich,54.0,91.0,38.0,362.0,Corbin Bleu,17000.0,16702864.0,Comedy|Crime,Kristen Stewart,Catch That Kid ,8023,18711,Kevin G. Schmidt,0.0,caper|computer genius|dog|heist|security chief,http://www.imdb.com/title/tt0337917/?ref_=fn_tt_tt_1,49.0,English,USA,PG,18000000.0,2004.0,632.0,5.2,1.85,591,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2438,Color,William A. Fraker,25.0,98.0,28.0,102.0,Richard Farnsworth,372.0,8000000.0,Action|Adventure|Western,Jason Robards,The Legend of the Lone Ranger ,1400,927,Michael Horse,0.0,ambush|hero|masked hero|outlaw|texas ranger,http://www.imdb.com/title/tt0082648/?ref_=fn_tt_tt_1,41.0,English,USA,PG,18000000.0,1981.0,262.0,5.0,2.35,346,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2444,Color,Jeff Kanew,11.0,105.0,6.0,371.0,Shelley Long,723.0,8508843.0,Adventure|Comedy,Craig T. Nelson,Troop Beverly Hills ,7470,2368,Kellie Martin,1.0,beverly hills hotel|divorce|girl|troop|wilderness,http://www.imdb.com/title/tt0098519/?ref_=fn_tt_tt_1,35.0,English,USA,PG,18000000.0,1989.0,422.0,5.5,1.37,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2447,Color,Matthew Robbins,60.0,108.0,25.0,94.0,Ralph Richardson,1000.0,6000000.0,Action|Adventure|Fantasy,Ian McDiarmid,Dragonslayer ,10832,1263,Albert Salmi,0.0,apprentice|dragon|king|kingdom|wizard,http://www.imdb.com/title/tt0082288/?ref_=fn_tt_tt_1,102.0,English,USA,PG,18000000.0,1981.0,115.0,6.7,2.35,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2453,Color,Hal Needham,40.0,99.0,379.0,251.0,Michael Beck,456.0,5333658.0,Action|Sci-Fi,Barry Bostwick,Megaforce ,2541,1356,Henry Silva,2.0,dictator|electronic music score|one word title|secret headquarters|soldier,http://www.imdb.com/title/tt0084316/?ref_=fn_tt_tt_1,54.0,English,USA,PG,20000000.0,1982.0,278.0,3.5,1.85,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2455,Color,Bruce Beresford,83.0,117.0,78.0,238.0,Suzie Steen,989.0,4806750.0,Biography|Drama|Music|Romance,Bruce Greenwood,Mao's Last Dancer ,6091,1598,Aden Young,0.0,ballet|beijing|dancer|love|village,http://www.imdb.com/title/tt1071812/?ref_=fn_tt_tt_1,53.0,English,Australia,PG,,2009.0,258.0,7.4,1.85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
2479,Color,Cory Edwards,142.0,80.0,19.0,854.0,Chazz Palminteri,11000.0,51053787.0,Action|Animation|Comedy|Crime|Family,Anne Hathaway,Hoodwinked! ,45900,14385,Jim Belushi,1.0,animal|axe|red riding hood|wolf|woodsman,http://www.imdb.com/title/tt0443536/?ref_=fn_tt_tt_1,247.0,English,USA,PG,17500000.0,2005.0,979.0,6.5,1.85,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2482,Color,Kasi Lemmons,40.0,93.0,148.0,170.0,Mary J. Blige,549.0,7017178.0,Drama|Family|Music|Musical,Jennifer Hudson,Black Nativity ,1633,1373,Vondie Curtis-Hall,5.0,based on stage musical|based on the bible|christmas|color in title|nativity,http://www.imdb.com/title/tt1425922/?ref_=fn_tt_tt_1,17.0,English,USA,PG,17500000.0,2013.0,269.0,4.4,2.35,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2494,Color,John Hoffman,52.0,87.0,9.0,503.0,Molly Shannon,818.0,37566230.0,Comedy|Drama|Family|Fantasy|Sci-Fi,Liam Aiken,Good Boy! ,3407,2164,Kevin Nealon,1.0,dog|friend|neighborhood|planet|star,http://www.imdb.com/title/tt0326900/?ref_=fn_tt_tt_1,48.0,English,USA,PG,17000000.0,2003.0,636.0,5.1,1.85,309,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2499,Color,Joseph Kosinski,469.0,125.0,364.0,1000.0,Olivia Wilde,12000.0,172051787.0,Action|Adventure|Sci-Fi,Jeff Bridges,TRON: Legacy ,264186,25549,James Frain,0.0,arcade|bridge|disappearance|escape|warrior,http://www.imdb.com/title/tt1104001/?ref_=fn_tt_tt_1,665.0,English,USA,PG,170000000.0,2010.0,10000.0,6.8,2.35,30000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2504,Color,Niki Caro,113.0,129.0,51.0,89.0,Valente Rodriguez,427.0,44469602.0,Biography|Drama|Sport,Morgan Saylor,"McFarland, USA ",23480,952,Diana Maria Riva,0.0,coach|high school|place name in title|school|student,http://www.imdb.com/title/tt2097298/?ref_=fn_tt_tt_1,83.0,English,USA,PG,17000000.0,2015.0,234.0,7.4,2.35,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2518,Color,Sidney J. Furie,94.0,134.0,22.0,488.0,Margot Kidder,1000.0,15681020.0,Action|Adventure|Family|Sci-Fi,Jim Broadbent,Superman IV: The Quest for Peace ,33570,3007,William Hootkins,6.0,box office flop|dc comics|hair|nuclear disarmament|superman,http://www.imdb.com/title/tt0094074/?ref_=fn_tt_tt_1,259.0,English,UK,PG,17000000.0,1987.0,593.0,3.6,2.35,1000,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2521,Color,Rowdy Herrington,35.0,128.0,9.0,193.0,Jeremy Northam,767.0,2694071.0,Biography|Drama|Romance|Sport,Aidan Quinn,Bobby Jones: Stroke of Genius ,3222,1727,Paul Freeman,3.0,colon in title|competition|five word title|golf|temper,http://www.imdb.com/title/tt0375104/?ref_=fn_tt_tt_1,64.0,English,USA,PG,,2004.0,327.0,6.7,2.35,352,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2524,Color,Noel Marshall,50.0,102.0,4.0,60.0,Melanie Griffith,634.0,2000000.0,Adventure|Horror|Thriller,Tippi Hedren,Roar ,1275,1262,Zakes Mokae,0.0,chase|dead man|jungle|killing a lion|killing a tiger,http://www.imdb.com/title/tt0083001/?ref_=fn_tt_tt_1,27.0,English,USA,PG,17000000.0,1981.0,537.0,6.4,2.35,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2528,Color,Guillaume Ivernel,41.0,80.0,0.0,168.0,Jess Harnell,677.0,,Adventure|Animation|Family|Fantasy,Rob Paulsen,Dragon Hunters ,10706,1364,Mary Mouser,0.0,cgi film|computer animation|dragon|hunter,http://www.imdb.com/title/tt0944834/?ref_=fn_tt_tt_1,39.0,French,France,PG,11000000.0,2008.0,262.0,6.6,,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2529,Color,Jack Smight,41.0,91.0,22.0,255.0,Jan-Michael Vincent,669.0,,Sci-Fi,George Peppard,Damnation Alley ,3701,1769,Paul Winfield,0.0,cockroach|desert|ghost town|giant spider|travel,http://www.imdb.com/title/tt0075909/?ref_=fn_tt_tt_1,71.0,English,USA,PG,17000000.0,1977.0,642.0,5.2,2.35,903,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2535,Color,Ang Lee,69.0,136.0,0.0,1000.0,Kate Winslet,25000.0,42700000.0,Drama|Romance,Alan Rickman,Sense and Sensibility ,78392,41059,Tom Wilkinson,2.0,1810s|female protagonist|horseback riding|inheritance|three word title,http://www.imdb.com/title/tt0114388/?ref_=fn_tt_tt_1,196.0,English,USA,PG,16500000.0,1995.0,14000.0,7.7,1.85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2536,Color,Julian Jarrold,150.0,120.0,11.0,281.0,Julie Walters,11000.0,18663911.0,Biography|Drama|Romance,Anne Hathaway,Becoming Jane ,46204,12554,Laurence Fox,1.0,country estate|jane austen|lady|love|writing,http://www.imdb.com/title/tt0416508/?ref_=fn_tt_tt_1,151.0,English,UK,PG,16500000.0,2007.0,838.0,7.1,2.35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2539,Color,Peter Weir,96.0,128.0,608.0,1000.0,Josh Charles,49000.0,95860116.0,Comedy|Drama,Robin Williams,Dead Poets Society ,277451,51609,Kurtwood Smith,0.0,education|english teacher|poet|professor|student,http://www.imdb.com/title/tt0097165/?ref_=fn_tt_tt_1,491.0,English,USA,PG,16400000.0,1989.0,1000.0,8.0,1.85,23000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2550,Color,Perry Andelin Blake,56.0,80.0,11.0,499.0,Kenan Thompson,911.0,40363530.0,Comedy|Family,Jennifer Esposito,The Master of Disguise ,18254,3058,James Brolin,2.0,disguise|mask|master of disguise|restaurant|waiter,http://www.imdb.com/title/tt0295427/?ref_=fn_tt_tt_1,307.0,English,USA,PG,16000000.0,2002.0,521.0,3.3,1.85,1000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2553,Color,John Whitesell,51.0,94.0,14.0,635.0,Angus T. Jones,1000.0,33357476.0,Action|Comedy|Crime|Family,Leslie Bibb,See Spot Run ,7392,4194,Paul Sorvino,0.0,boy|fbi|mailman|van|witness protection,http://www.imdb.com/title/tt0250720/?ref_=fn_tt_tt_1,53.0,English,USA,PG,35000000.0,2001.0,1000.0,5.4,1.85,393,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2567,Color,Woody Allen,64.0,88.0,11000.0,233.0,Don Pardo,854.0,14792779.0,Comedy,Mike Starr,Radio Days ,24256,1653,Julie Kavner,0.0,beach|cigarette girl|radio|woman holding a baby|working class,http://www.imdb.com/title/tt0093818/?ref_=fn_tt_tt_1,91.0,English,USA,PG,16000000.0,1987.0,410.0,7.6,1.85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2575,Color,Ronald Neame,42.0,108.0,38.0,316.0,Karl Malden,940.0,,Action|Drama|Sci-Fi|Thriller,Martin Landau,Meteor ,5237,1945,Brian Keith,7.0,asteroid|meteor|nasa|nuclear weapon|satellite,http://www.imdb.com/title/tt0079550/?ref_=fn_tt_tt_1,90.0,English,USA,PG,16000000.0,1979.0,416.0,4.9,2.35,392,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2596,Color,William Bindley,21.0,94.0,4.0,518.0,Jake Lloyd,844.0,508867.0,Drama|Sport,Bruce Dern,Madison ,1033,3583,William Shockley,0.0,boat racing|hydroplane|loyalty|one word title|scolding,http://www.imdb.com/title/tt0206113/?ref_=fn_tt_tt_1,26.0,English,USA,PG,,2001.0,626.0,6.5,2.35,282,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2601,Color,Chris Columbus,102.0,103.0,0.0,925.0,Devin Ratray,3000.0,285761243.0,Comedy|Family,Macaulay Culkin,Home Alone ,311075,7521,Catherine O'Hara,5.0,airport|child protagonist|child swearing|christmas|home alone,http://www.imdb.com/title/tt0099785/?ref_=fn_tt_tt_1,305.0,English,USA,PG,18000000.0,1990.0,1000.0,7.5,1.85,20000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2602,Color,Leonard Nimoy,21.0,102.0,12000.0,801.0,Ted Danson,19000.0,167780960.0,Comedy|Drama|Family,Tom Selleck,3 Men and a Baby ,36918,21499,Steve Guttenberg,4.0,1980s|baby|heroin|package|questioned by police,http://www.imdb.com/title/tt0094137/?ref_=fn_tt_tt_1,42.0,English,USA,PG,11000000.0,1987.0,875.0,5.9,1.85,3000,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2603,Color,Sydney Pollack,94.0,116.0,521.0,481.0,Sydney Pollack,13000.0,177200000.0,Comedy|Drama|Romance,Bill Murray,Tootsie ,77366,14701,Teri Garr,1.0,actor|actress|friend|love|reputation,http://www.imdb.com/title/tt0084805/?ref_=fn_tt_tt_1,194.0,English,USA,PG,22000000.0,1982.0,521.0,7.4,2.35,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2604,Color,Tony Scott,173.0,110.0,12000.0,555.0,Tom Skerritt,10000.0,176781728.0,Action|Drama|Romance,Tom Cruise,Top Gun ,219171,13069,Adrian Pasdar,2.0,flying|gay subtext|machismo|male objectification|pilot,http://www.imdb.com/title/tt0092099/?ref_=fn_tt_tt_1,388.0,English,USA,PG,15000000.0,1986.0,1000.0,6.9,1.33,19000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2608,Color,Ivan Reitman,27.0,107.0,425.0,247.0,Tony Jay,742.0,111936400.0,Comedy|Crime,Kelly Preston,Twins ,87538,2151,Hugh O'Brian,1.0,bare chested male|brother|catholic orphanage|long lost siblings|twins,http://www.imdb.com/title/tt0096320/?ref_=fn_tt_tt_1,79.0,English,USA,PG,15000000.0,1988.0,384.0,6.0,1.85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
